ANONYMOUS_ID,USER_ID,TIMESTAMP,CONTEXT_SESSION_ID,CONTEXT_CAMPAIGN_NAME,CONTEXT_CAMPAIGN_MEDIUM,CONTEXT_CAMPAIGN_SOURCE
'1f9af75b350d0346b4443a5471250ec3','','2022-05-13 12:42:37','','website  ','email','growth_email'
'1f9af75b350d0346b4443a5471250ec3','','2022-05-13 12:47:50','','website  ','email','growth_email'
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:20:59','','website  ','email','growth_email'
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:24:45','','website  ','email','growth_email'
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:59:02','','','',''
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:24:33','','','',''
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:24:42','','','',''
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:59:20','','','',''
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-15 06:24:35','','','',''
'9a7ca99d547a9b3d2003fc285059e0ec','','2022-06-02 15:48:46','','','',''
'9a7ca99d547a9b3d2003fc285059e0ec','','2022-06-03 06:07:19','','','',''
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:04:55','','Newsletter + Upsell                           ','email_action','mktemail'
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:08:29','','Newsletter + Upsell                           ','email_action','mktemail'
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:11:40','','Newsletter + Upsell                           ','email_action','mktemail'
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-13 13:59:28','','','',''
'1f9af75b350d0346b4443a5471250ec3','d0bdaa1ce0c93542e2208205d30d19b2','2022-05-15 06:24:34','','','',''
'9a7ca99d547a9b3d2003fc285059e0ec','','2022-06-05 16:12:41','','website','email','growth_email'
'9a7ca99d547a9b3d2003fc285059e0ec','','2022-06-05 16:13:10','','website','email','growth_email'
'9a7ca99d547a9b3d2003fc285059e0ec','','2022-06-05 16:14:00','','','',''
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:04:58','','Newsletter + Upsell                           ','email_action','mktemail'
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:08:30','','','',''
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:11:41','','','',''
'f1b97ddb31c5a73da433a728d39bc145','','2022-07-22 03:41:09','','Newsletter + QR Blog','email_action','mktemail'
'f1b97ddb31c5a73da433a728d39bc145','9edf4776d1314367167793d882061e3d','2022-07-22 04:14:52','','Newsletter + QR Blog','email_action','mktemail'
'f1b97ddb31c5a73da433a728d39bc145','','2022-07-22 03:41:18','','Newsletter + QR Blog','email_action','mktemail'
'f1b97ddb31c5a73da433a728d39bc145','','2022-07-22 03:41:18','','Newsletter + QR Blog','email_action','mktemail'
'f1b97ddb31c5a73da433a728d39bc145','9edf4776d1314367167793d882061e3d','2022-07-22 03:42:50','','Newsletter + QR Blog','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','','2022-07-22 04:15:09','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:17:01','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:17:01','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:17:07','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:21:08','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:22:21','','Newsletter + Upsell','email_action','mktemail'
'6230bb76532f5ae2e7b3a944897ba115','9edf4776d1314367167793d882061e3d','2022-07-22 04:32:39','','Newsletter + Upsell','email_action','mktemail'
'aaa66d8592f91687a13c7314c4c36bd7','','2022-06-20 23:14:05','','Newsletter + Product                          email_action','email_action','mktemail'
