ANONYMOUS_ID,TOKEN,PRODUCTS,TIMESTAMP
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T17:43:25Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""398.00"", ""original_line_price"": ""398.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 2, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T17:45:12Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d','','2023-10-06T17:52:18Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T17:53:52Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T17:54:56Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T17:55:02Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T22:52:41Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""3d6afb4f4cfa4db2be6e5d785ab3002b"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T22:55:09Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-10-06T22:55:16Z'
'db378e3bf9d9434c9559628a6f600cf3','0c4e26607588afc2ebc0f1655678184d','','2023-10-06T22:56:08Z'
'71edc64ecefe9a3153f1ba6956d0b2df','37541ac423d3ff81e0b483df5bf39d76','','2023-11-11T16:54:22Z'
'71edc64ecefe9a3153f1ba6956d0b2df','37541ac423d3ff81e0b483df5bf39d76','','2023-11-11T16:54:40Z'
'71edc64ecefe9a3153f1ba6956d0b2df','37541ac423d3ff81e0b483df5bf39d76',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-11-11T16:54:44Z'
'71edc64ecefe9a3153f1ba6956d0b2df','37541ac423d3ff81e0b483df5bf39d76',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""199.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 510, ""id"": ""8bc14d8f92c61965a563ff90797b2bc2"", ""key"": ""988f99eef924378555e4c1cdeb4bf573"", ""line_price"": ""199.00"", ""original_line_price"": ""199.00"", ""original_price"": ""199.00"", ""price"": ""199.00"", ""product_id"": ""6e8ed97574c4b7f0159ff97f061f752c"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""6e9717d93b7ceda8df9037b3b926945d"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""0431ded36f7c833e9ce717d62368bb40"", ""total_discount"": ""0.00"", ""variant"": ""002d921974f813fdaafae6fb70427ad6""}]'",'2023-11-11T16:54:55Z'
'2dd1e475d1efd6c7d9e9f116023b8a07','df1421ab7a5bff16ce3a22e6fa88a60c','','2023-11-28T13:02:57Z'
'9378f0b8b8f60622524ecd0a12c0e4ba','8df9171ab0d5398841aaebb6e2f2992f','','2023-11-28T13:23:57Z'
'9378f0b8b8f60622524ecd0a12c0e4ba','8df9171ab0d5398841aaebb6e2f2992f','','2023-11-28T13:24:09Z'
'2dd1e475d1efd6c7d9e9f116023b8a07','df1421ab7a5bff16ce3a22e6fa88a60c','','2023-11-28T14:08:09Z'
'2dd1e475d1efd6c7d9e9f116023b8a07','df1421ab7a5bff16ce3a22e6fa88a60c','','2023-11-28T16:30:25Z'
'9378f0b8b8f60622524ecd0a12c0e4ba','8df9171ab0d5398841aaebb6e2f2992f',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""299.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 318, ""id"": ""a3d86cd2b02ec37388ff3dda06cf3a84"", ""key"": ""e8bb55ced110dc644c1aadeae5c68996"", ""line_price"": ""299.00"", ""original_line_price"": ""299.00"", ""original_price"": ""299.00"", ""price"": ""299.00"", ""product_id"": ""88972873e6a12e9a28911b9b16ff86ea"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""2efc50d75ab9b5952286b9ead2bcf4fc"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""76695cdea34593fd2dd7dc57ef6ad0d1"", ""total_discount"": ""0.00"", ""variant"": ""32baae684cd7e6904d67b9c6a5909b94""}]'",'2023-11-28T17:24:11Z'
'2dd1e475d1efd6c7d9e9f116023b8a07','df1421ab7a5bff16ce3a22e6fa88a60c','','2023-11-28T22:23:29Z'
'9378f0b8b8f60622524ecd0a12c0e4ba','8df9171ab0d5398841aaebb6e2f2992f',"'[{""brand"": ""fc3a9063b832ca97517910994b47c0e7"", ""discounted_price"": ""299.00"", ""gift_card"": ""f8320b26d30ab433c5a54546d21f414c"", ""grams"": 318, ""id"": ""a3d86cd2b02ec37388ff3dda06cf3a84"", ""key"": ""e8bb55ced110dc644c1aadeae5c68996"", ""line_price"": ""299.00"", ""original_line_price"": ""299.00"", ""original_price"": ""299.00"", ""price"": ""299.00"", ""product_id"": ""88972873e6a12e9a28911b9b16ff86ea"", ""properties"": ""99914b932bd37a50b983c5e7c90ae93b"", ""quantity"": 1, ""sku"": ""2efc50d75ab9b5952286b9ead2bcf4fc"", ""taxable"": ""f8320b26d30ab433c5a54546d21f414c"", ""title"": ""76695cdea34593fd2dd7dc57ef6ad0d1"", ""total_discount"": ""0.00"", ""variant"": ""32baae684cd7e6904d67b9c6a5909b94""}]'",'2023-11-29T08:27:49Z'
